Filename;CT;T
hl 2017-06-18 23-12-59-58.png;0;0
hl 2017-06-18 23-13-00-58.png;0;0
hl 2017-06-18 23-13-01-58.png;0;0
hl 2017-06-18 23-13-02-58.png;0;0
hl 2017-06-18 23-13-03-58.png;0;0
hl 2017-06-18 23-13-04-58.png;0;0
hl 2017-06-18 23-13-05-57.png;0;0
hl 2017-06-18 23-13-06-57.png;0;0
hl 2017-06-18 23-13-07-58.png;0;0
hl 2017-06-18 23-13-08-57.png;0;0
hl 2017-06-18 23-13-09-57.png;0;0
hl 2017-06-18 23-13-10-57.png;1;0
hl 2017-06-18 23-13-11-57.png;1;0
hl 2017-06-18 23-13-12-57.png;1;0
hl 2017-06-18 23-13-13-57.png;0;0
hl 2017-06-18 23-13-14-57.png;0;0
hl 2017-06-18 23-13-15-58.png;0;0
hl 2017-06-18 23-13-16-58.png;0;0
hl 2017-06-18 23-13-17-57.png;0;1
hl 2017-06-18 23-14-00-57.png;1;0
hl 2017-06-18 23-14-01-57.png;1;0
hl 2017-06-18 23-14-02-57.png;1;0
hl 2017-06-18 23-14-03-57.png;1;0
hl 2017-06-18 23-14-04-57.png;1;0
hl 2017-06-18 23-14-05-57.png;1;0
hl 2017-06-18 23-14-06-57.png;1;0
hl 2017-06-18 23-14-07-57.png;1;0
hl 2017-06-18 23-14-08-57.png;1;0
hl 2017-06-18 23-14-09-57.png;1;0
hl 2017-06-18 23-14-15-57.png;0;0
hl 2017-06-18 23-14-16-57.png;0;0
hl 2017-06-18 23-14-17-57.png;1;0
hl 2017-06-18 23-14-18-57.png;1;0
hl 2017-06-18 23-14-19-57.png;1;0
hl 2017-06-18 23-14-20-57.png;1;0
hl 2017-06-18 23-14-21-57.png;1;0
hl 2017-06-18 23-14-22-57.png;1;0
hl 2017-06-18 23-14-23-57.png;1;0
hl 2017-06-18 23-14-24-57.png;1;0
hl 2017-06-18 23-14-25-57.png;1;0
hl 2017-06-18 23-14-26-57.png;1;0
hl 2017-06-18 23-14-27-57.png;1;0
hl 2017-06-18 23-14-28-57.png;1;0
hl 2017-06-18 23-14-29-57.png;1;0
hl 2017-06-18 23-14-30-57.png;1;0
hl 2017-06-18 23-14-31-57.png;1;0
hl 2017-06-18 23-14-32-57.png;1;0
hl 2017-06-18 23-14-33-57.png;1;0
hl 2017-06-18 23-14-34-57.png;1;0
hl 2017-06-18 23-14-35-57.png;1;0
hl 2017-06-18 23-14-36-57.png;1;0
hl 2017-06-18 23-14-37-57.png;1;1
hl 2017-06-18 23-14-38-57.png;1;0
hl 2017-06-18 23-14-39-57.png;1;0
hl 2017-06-18 23-14-40-57.png;1;0
hl 2017-06-18 23-14-41-57.png;1;1
hl 2017-06-18 23-14-42-57.png;1;1
hl 2017-06-18 23-14-43-57.png;1;1
hl 2017-06-18 23-14-44-57.png;1;0
hl 2017-06-18 23-14-45-57.png;1;1
hl 2017-06-18 23-14-46-57.png;0;0
hl 2017-06-18 23-14-47-57.png;1;1
hl 2017-06-18 23-14-48-57.png;1;1
hl 2017-06-18 23-14-49-57.png;1;1
hl 2017-06-18 23-14-50-57.png;0;1
hl 2017-06-18 23-14-51-57.png;1;1
hl 2017-06-18 23-14-52-57.png;0;0
hl 2017-06-18 23-14-53-57.png;0;1
hl 2017-06-18 23-14-54-57.png;0;0
hl 2017-06-18 23-14-55-57.png;0;1
hl 2017-06-18 23-14-56-57.png;0;1
hl 2017-06-18 23-14-57-57.png;0;0
hl 2017-06-18 23-14-58-57.png;0;0
hl 2017-06-18 23-14-59-57.png;1;1
hl 2017-06-18 23-15-00-57.png;1;1
hl 2017-06-18 23-15-01-57.png;1;1
hl 2017-06-18 23-15-02-57.png;1;1
hl 2017-06-18 23-15-03-57.png;1;1
hl 2017-06-18 23-15-04-57.png;1;1
hl 2017-06-18 23-15-05-57.png;0;1
hl 2017-06-18 23-15-06-57.png;0;1
hl 2017-06-18 23-15-07-57.png;1;0
hl 2017-06-18 23-15-08-57.png;0;0
hl 2017-06-18 23-15-09-57.png;1;0
hl 2017-06-18 23-15-10-57.png;1;0
hl 2017-06-18 23-15-11-57.png;0;0
hl 2017-06-18 23-15-12-57.png;1;1
hl 2017-06-18 23-15-13-57.png;1;1
hl 2017-06-18 23-15-14-57.png;1;1
hl 2017-06-18 23-15-15-57.png;1;1
hl 2017-06-18 23-15-21-57.png;1;0
hl 2017-06-18 23-15-22-57.png;1;0
hl 2017-06-18 23-15-24-57.png;1;0
hl 2017-06-18 23-15-25-57.png;1;0
hl 2017-06-18 23-15-29-57.png;0;0
hl 2017-06-18 23-15-30-57.png;1;0
hl 2017-06-18 23-15-31-57.png;1;0
hl 2017-06-18 23-15-32-57.png;1;0
hl 2017-06-18 23-15-33-57.png;1;0
hl 2017-06-18 23-15-34-57.png;1;0
hl 2017-06-18 23-15-35-57.png;1;0
hl 2017-06-18 23-15-36-57.png;1;0
hl 2017-06-18 23-15-37-57.png;1;0
hl 2017-06-18 23-15-38-57.png;1;0
hl 2017-06-18 23-15-39-57.png;1;0
hl 2017-06-18 23-15-40-57.png;1;0
hl 2017-06-18 23-15-41-57.png;1;0
hl 2017-06-18 23-15-42-57.png;1;0
hl 2017-06-18 23-15-43-57.png;1;0
hl 2017-06-18 23-15-44-57.png;1;0
hl 2017-06-18 23-15-45-57.png;1;0
hl 2017-06-18 23-15-46-57.png;1;0
hl 2017-06-18 23-15-47-57.png;1;0
hl 2017-06-18 23-15-48-57.png;1;0
hl 2017-06-18 23-15-49-57.png;1;0
hl 2017-06-18 23-15-50-57.png;1;0
hl 2017-06-18 23-15-51-57.png;1;0
hl 2017-06-18 23-15-52-57.png;1;0
hl 2017-06-18 23-15-53-57.png;1;0
hl 2017-06-18 23-15-54-57.png;1;0
hl 2017-06-18 23-15-55-57.png;1;0
hl 2017-06-18 23-15-56-57.png;0;0
hl 2017-06-18 23-15-57-57.png;1;0
hl 2017-06-18 23-15-58-57.png;1;0
hl 2017-06-18 23-15-59-57.png;1;0
hl 2017-06-18 23-16-00-57.png;1;0
hl 2017-06-18 23-16-01-57.png;0;0
hl 2017-06-18 23-16-02-57.png;0;0
hl 2017-06-18 23-16-03-57.png;0;0
hl 2017-06-18 23-16-04-57.png;0;0
hl 2017-06-18 23-16-05-57.png;0;0
hl 2017-06-18 23-16-06-57.png;0;0
hl 2017-06-18 23-16-07-57.png;0;0
hl 2017-06-18 23-16-08-57.png;1;0
hl 2017-06-18 23-16-09-57.png;1;0
hl 2017-06-18 23-16-10-57.png;0;0
hl 2017-06-18 23-16-11-57.png;1;0
hl 2017-06-18 23-16-12-57.png;1;0
hl 2017-06-18 23-16-13-57.png;1;0
hl 2017-06-18 23-16-14-57.png;0;1
hl 2017-06-18 23-16-15-57.png;0;1
hl 2017-06-18 23-16-16-57.png;0;1
hl 2017-06-18 23-16-17-57.png;1;0
hl 2017-06-18 23-16-18-57.png;1;0
hl 2017-06-18 23-16-19-57.png;0;0
hl 2017-06-18 23-16-20-57.png;0;0
hl 2017-06-18 23-16-21-57.png;0;0
hl 2017-06-18 23-16-22-57.png;0;1
hl 2017-06-18 23-16-23-57.png;1;0
hl 2017-06-18 23-16-24-57.png;1;0
hl 2017-06-18 23-16-25-57.png;1;0
hl 2017-06-18 23-16-26-57.png;1;0
hl 2017-06-18 23-16-27-57.png;1;0
hl 2017-06-18 23-16-28-57.png;1;0
hl 2017-06-18 23-16-29-57.png;1;0
hl 2017-06-18 23-16-40-57.png;1;0
hl 2017-06-18 23-16-43-57.png;1;0
hl 2017-06-18 23-16-45-57.png;1;0
hl 2017-06-18 23-16-46-57.png;1;0
hl 2017-06-18 23-16-47-57.png;1;0
hl 2017-06-18 23-16-48-57.png;1;0
hl 2017-06-18 23-16-49-57.png;0;0
hl 2017-06-18 23-16-50-57.png;0;0
hl 2017-06-18 23-16-51-57.png;0;0
hl 2017-06-18 23-16-52-57.png;0;0
hl 2017-06-18 23-16-53-57.png;0;0
hl 2017-06-18 23-16-54-57.png;0;0
hl 2017-06-18 23-16-55-57.png;0;0
hl 2017-06-18 23-16-56-57.png;1;0
hl 2017-06-18 23-16-57-57.png;1;0
hl 2017-06-18 23-16-58-57.png;1;0
hl 2017-06-18 23-16-59-57.png;1;0
hl 2017-06-18 23-17-00-57.png;1;0
hl 2017-06-18 23-17-01-58.png;1;0
hl 2017-06-18 23-17-02-58.png;1;0
hl 2017-06-18 23-17-03-57.png;1;0
hl 2017-06-18 23-17-04-57.png;1;0
hl 2017-06-18 23-17-05-58.png;1;0
hl 2017-06-18 23-17-06-58.png;1;0
hl 2017-06-18 23-17-07-58.png;1;0
hl 2017-06-18 23-17-08-57.png;1;0
hl 2017-06-18 23-17-09-57.png;1;0
hl 2017-06-18 23-17-10-58.png;1;0
hl 2017-06-18 23-17-11-57.png;1;0
hl 2017-06-18 23-17-12-58.png;1;0
hl 2017-06-18 23-17-13-58.png;1;0
hl 2017-06-18 23-17-14-57.png;1;1
hl 2017-06-18 23-17-15-57.png;1;0
hl 2017-06-18 23-17-16-58.png;1;1
hl 2017-06-18 23-17-17-58.png;1;0
hl 2017-06-18 23-17-18-57.png;1;1
hl 2017-06-18 23-17-19-58.png;1;0
hl 2017-06-18 23-17-20-58.png;1;0
hl 2017-06-18 23-17-21-58.png;1;1
hl 2017-06-18 23-17-22-58.png;0;1
hl 2017-06-18 23-17-23-58.png;1;1
hl 2017-06-18 23-17-24-58.png;0;1
hl 2017-06-18 23-17-25-58.png;1;0
hl 2017-06-18 23-17-26-58.png;0;0
hl 2017-06-18 23-17-36-58.png;0;0
hl 2017-06-18 23-17-42-58.png;1;0
hl 2017-06-18 23-17-43-58.png;1;0
hl 2017-06-18 23-17-44-58.png;1;0
hl 2017-06-18 23-17-45-58.png;1;0
hl 2017-06-18 23-17-46-58.png;1;0
hl 2017-06-18 23-17-47-58.png;1;0
hl 2017-06-18 23-17-48-58.png;0;0
hl 2017-06-18 23-17-49-58.png;1;0
hl 2017-06-18 23-17-50-58.png;1;0
hl 2017-06-18 23-17-51-58.png;1;0
hl 2017-06-18 23-17-52-58.png;1;0
hl 2017-06-18 23-17-53-58.png;1;0
hl 2017-06-18 23-17-54-58.png;1;0
hl 2017-06-18 23-17-55-58.png;1;0
hl 2017-06-18 23-17-56-58.png;1;1
hl 2017-06-18 23-17-57-58.png;1;1
hl 2017-06-18 23-17-58-58.png;1;1
hl 2017-06-18 23-17-59-58.png;1;1
hl 2017-06-18 23-18-00-58.png;0;0
hl 2017-06-18 23-18-01-58.png;1;0
hl 2017-06-18 23-18-02-58.png;1;0
hl 2017-06-18 23-18-03-58.png;1;0
hl 2017-06-18 23-18-04-58.png;1;0
hl 2017-06-18 23-18-05-58.png;1;0
hl 2017-06-18 23-18-06-58.png;1;0
hl 2017-06-18 23-18-07-58.png;1;0
hl 2017-06-18 23-18-08-58.png;0;1
hl 2017-06-18 23-18-09-58.png;0;1
hl 2017-06-18 23-18-10-58.png;0;1
hl 2017-06-18 23-18-11-58.png;0;0
hl 2017-06-18 23-18-12-58.png;1;0
hl 2017-06-18 23-18-13-58.png;0;0
hl 2017-06-18 23-18-14-58.png;1;0
hl 2017-06-18 23-18-15-58.png;1;0
hl 2017-06-18 23-18-16-58.png;1;0
hl 2017-06-18 23-18-17-58.png;0;0
hl 2017-06-18 23-18-18-58.png;0;1
hl 2017-06-18 23-18-19-58.png;1;0
hl 2017-06-18 23-18-20-58.png;1;0
hl 2017-06-18 23-18-21-58.png;1;0
hl 2017-06-18 23-18-22-58.png;1;0
hl 2017-06-18 23-18-23-58.png;1;0
hl 2017-06-18 23-18-24-58.png;1;0
hl 2017-06-18 23-18-25-58.png;0;0
hl 2017-06-18 23-18-26-58.png;1;0
hl 2017-06-18 23-18-27-58.png;1;0
hl 2017-06-18 23-18-28-58.png;1;0
hl 2017-06-18 23-18-29-58.png;1;0
hl 2017-06-18 23-18-30-58.png;1;0
hl 2017-06-18 23-18-31-58.png;1;0
hl 2017-06-18 23-18-32-58.png;1;0
hl 2017-06-18 23-18-33-58.png;1;0
hl 2017-06-18 23-18-34-58.png;1;1
hl 2017-06-18 23-18-35-58.png;0;1
hl 2017-06-18 23-18-36-58.png;0;1
hl 2017-06-18 23-18-47-58.png;1;0
hl 2017-06-18 23-18-52-58.png;1;0
hl 2017-06-18 23-18-53-58.png;0;0
hl 2017-06-18 23-18-54-58.png;0;0
hl 2017-06-18 23-18-55-58.png;0;0
hl 2017-06-18 23-18-56-58.png;1;0
hl 2017-06-18 23-18-57-58.png;1;0
hl 2017-06-18 23-18-58-58.png;1;0
hl 2017-06-18 23-18-59-58.png;1;0
hl 2017-06-18 23-19-00-58.png;1;0
hl 2017-06-18 23-19-01-58.png;1;0
hl 2017-06-18 23-19-02-58.png;1;0
hl 2017-06-18 23-19-03-58.png;1;0
hl 2017-06-18 23-19-04-58.png;1;0
hl 2017-06-18 23-19-05-58.png;1;0
hl 2017-06-18 23-19-06-58.png;1;0
hl 2017-06-18 23-19-07-58.png;1;0
hl 2017-06-18 23-19-08-58.png;1;0
hl 2017-06-18 23-19-09-58.png;0;0
hl 2017-06-18 23-19-10-58.png;1;0
hl 2017-06-18 23-19-11-58.png;1;0
hl 2017-06-18 23-19-12-58.png;0;0
hl 2017-06-18 23-19-13-58.png;1;1
hl 2017-06-18 23-19-14-58.png;0;1
hl 2017-06-18 23-19-15-58.png;0;0
hl 2017-06-18 23-19-16-58.png;0;0
hl 2017-06-18 23-19-17-58.png;0;1
hl 2017-06-18 23-19-18-58.png;1;0
hl 2017-06-18 23-19-19-58.png;1;0
hl 2017-06-18 23-19-20-58.png;1;0
hl 2017-06-18 23-19-21-58.png;0;0
hl 2017-06-18 23-19-22-58.png;0;0
hl 2017-06-18 23-19-23-58.png;0;0
hl 2017-06-18 23-19-24-58.png;1;0
hl 2017-06-18 23-19-25-58.png;1;0
hl 2017-06-18 23-19-26-58.png;1;0
hl 2017-06-18 23-19-27-58.png;1;0
hl 2017-06-18 23-19-28-58.png;1;0
hl 2017-06-18 23-19-29-58.png;1;0
hl 2017-06-18 23-19-30-58.png;0;0
hl 2017-06-18 23-19-31-58.png;0;0
hl 2017-06-18 23-19-32-58.png;0;0
hl 2017-06-18 23-19-33-58.png;0;0
hl 2017-06-18 23-19-34-58.png;0;0
hl 2017-06-18 23-19-35-58.png;0;0
hl 2017-06-18 23-19-36-58.png;0;0
hl 2017-06-18 23-19-37-58.png;0;0
hl 2017-06-18 23-19-38-58.png;0;0
hl 2017-06-18 23-19-39-58.png;0;0
hl 2017-06-18 23-19-40-58.png;0;0
hl 2017-06-18 23-19-41-58.png;0;0
hl 2017-06-18 23-19-42-58.png;0;0
hl 2017-06-18 23-19-43-58.png;0;0
hl 2017-06-18 23-19-44-58.png;1;0
hl 2017-06-18 23-19-45-58.png;0;0
hl 2017-06-18 23-19-46-58.png;0;1
hl 2017-06-18 23-19-47-58.png;0;1
hl 2017-06-18 23-19-48-58.png;1;0
hl 2017-06-18 23-19-49-58.png;1;0
hl 2017-06-18 23-19-50-58.png;1;0
hl 2017-06-18 23-19-51-58.png;1;1
hl 2017-06-18 23-19-52-58.png;0;1
hl 2017-06-18 23-19-53-58.png;0;1
hl 2017-06-18 23-20-06-58.png;1;0
hl 2017-06-18 23-20-08-58.png;1;0
hl 2017-06-18 23-20-55-01.png;1;0
hl 2017-06-18 23-20-56-01.png;1;0
hl 2017-06-18 23-20-57-02.png;1;0
hl 2017-06-18 23-20-58-01.png;1;1
hl 2017-06-18 23-20-59-02.png;1;1
hl 2017-06-18 23-21-00-01.png;1;0
hl 2017-06-18 23-21-01-02.png;1;0
hl 2017-06-18 23-21-02-02.png;1;1
hl 2017-06-18 23-21-03-02.png;1;1
hl 2017-06-18 23-21-04-02.png;0;1
hl 2017-06-18 23-21-05-01.png;0;1
hl 2017-06-18 23-21-06-01.png;0;0
hl 2017-06-18 23-21-07-02.png;1;0
hl 2017-06-18 23-21-08-02.png;1;1
hl 2017-06-18 23-21-09-02.png;1;0
hl 2017-06-18 23-21-10-02.png;1;0
hl 2017-06-18 23-21-11-02.png;0;1
hl 2017-06-18 23-21-12-02.png;0;1
hl 2017-06-18 23-21-13-02.png;0;1
hl 2017-06-18 23-21-14-02.png;0;1
hl 2017-06-18 23-21-15-02.png;1;0
hl 2017-06-18 23-21-16-02.png;1;0
hl 2017-06-18 23-21-17-02.png;1;0
hl 2017-06-18 23-21-18-02.png;1;0
hl 2017-06-18 23-21-19-02.png;0;1
hl 2017-06-18 23-21-20-02.png;0;1
hl 2017-06-18 23-21-21-02.png;0;0
hl 2017-06-18 23-21-22-02.png;0;0
hl 2017-06-18 23-21-23-02.png;0;0
hl 2017-06-18 23-21-24-02.png;0;0
hl 2017-06-18 23-21-25-02.png;0;0
hl 2017-06-18 23-21-26-02.png;0;0
hl 2017-06-18 23-21-27-02.png;0;0
hl 2017-06-18 23-21-28-02.png;0;0
hl 2017-06-18 23-21-29-02.png;0;0
hl 2017-06-18 23-21-30-02.png;0;0
hl 2017-06-18 23-21-31-02.png;0;0
hl 2017-06-18 23-21-32-02.png;0;0
hl 2017-06-18 23-21-33-02.png;1;0
hl 2017-06-18 23-21-34-02.png;0;0
hl 2017-06-18 23-21-35-02.png;0;0
hl 2017-06-18 23-21-36-02.png;1;1
hl 2017-06-18 23-21-37-02.png;0;0
hl 2017-06-18 23-21-38-02.png;0;1
hl 2017-06-18 23-21-39-02.png;0;1
hl 2017-06-18 23-21-40-02.png;0;0
hl 2017-06-18 23-21-41-02.png;1;1
hl 2017-06-18 23-21-42-02.png;1;1
hl 2017-06-18 23-21-43-02.png;1;1
hl 2017-06-18 23-21-44-02.png;1;1
hl 2017-06-18 23-21-45-02.png;1;1
hl 2017-06-18 23-21-46-02.png;1;1
hl 2017-06-18 23-21-47-02.png;0;1
hl 2017-06-18 23-21-48-02.png;0;1
hl 2017-06-18 23-21-49-02.png;0;1
hl 2017-06-18 23-21-50-02.png;0;1
hl 2017-06-18 23-21-51-02.png;0;0
hl 2017-06-18 23-21-52-02.png;0;0
hl 2017-06-18 23-21-53-02.png;0;0
hl 2017-06-18 23-21-54-02.png;0;0
hl 2017-06-18 23-21-55-02.png;0;0
hl 2017-06-18 23-21-56-02.png;0;0
hl 2017-06-18 23-21-57-02.png;1;0
hl 2017-06-18 23-21-58-02.png;1;0
hl 2017-06-18 23-21-59-02.png;1;0
hl 2017-06-18 23-22-00-02.png;1;0
hl 2017-06-18 23-22-01-02.png;1;0
hl 2017-06-18 23-22-02-00.png;0;0
hl 2017-06-18 23-22-03-00.png;1;0
hl 2017-06-18 23-22-04-00.png;1;0
hl 2017-06-18 23-22-05-00.png;0;1
hl 2017-06-18 23-22-06-00.png;0;1
hl 2017-06-18 23-22-07-00.png;0;0
hl 2017-06-18 23-22-08-02.png;1;0
hl 2017-06-18 23-22-09-02.png;1;0
hl 2017-06-18 23-22-10-02.png;0;0
hl 2017-06-18 23-22-11-02.png;1;0
hl 2017-06-18 23-22-12-03.png;1;0
hl 2017-06-18 23-22-13-02.png;1;0
hl 2017-06-18 23-22-14-02.png;1;0
hl 2017-06-18 23-22-15-02.png;0;0
hl 2017-06-18 23-22-16-02.png;0;0
hl 2017-06-18 23-22-17-02.png;0;0
hl 2017-06-18 23-22-18-00.png;0;1
hl 2017-06-18 23-22-19-00.png;0;0
hl 2017-06-18 23-22-20-00.png;0;1
hl 2017-06-18 23-22-21-00.png;0;1
hl 2017-06-18 23-22-22-00.png;0;0
hl 2017-06-18 23-22-23-00.png;0;0
hl 2017-06-18 23-22-24-00.png;0;1
hl 2017-06-18 23-22-25-00.png;0;1
hl 2017-06-18 23-22-26-00.png;1;1
hl 2017-06-18 23-22-27-02.png;1;1
hl 2017-06-18 23-22-51-00.png;1;0
hl 2017-06-18 23-23-02-00.png;0;0
hl 2017-06-18 23-23-03-00.png;1;0
hl 2017-06-18 23-23-04-00.png;1;0
hl 2017-06-18 23-23-05-00.png;1;0
hl 2017-06-18 23-23-06-00.png;1;0
hl 2017-06-18 23-23-07-00.png;1;0
hl 2017-06-18 23-23-08-00.png;1;0
hl 2017-06-18 23-23-09-00.png;1;0
hl 2017-06-18 23-23-10-00.png;0;0
hl 2017-06-18 23-23-11-00.png;1;0
hl 2017-06-18 23-23-12-00.png;1;0
hl 2017-06-18 23-23-13-00.png;1;0
hl 2017-06-18 23-23-14-00.png;1;0
hl 2017-06-18 23-23-15-00.png;1;0
hl 2017-06-18 23-23-16-00.png;1;0
hl 2017-06-18 23-23-17-00.png;0;0
hl 2017-06-18 23-23-18-00.png;0;0
hl 2017-06-18 23-23-19-00.png;0;0
hl 2017-06-18 23-23-20-00.png;0;0
hl 2017-06-18 23-23-21-00.png;0;0
hl 2017-06-18 23-23-22-00.png;0;0
hl 2017-06-18 23-23-23-00.png;1;0
hl 2017-06-18 23-23-24-00.png;1;0
hl 2017-06-18 23-23-25-00.png;1;0
hl 2017-06-18 23-23-26-00.png;1;0
hl 2017-06-18 23-23-27-00.png;1;0
hl 2017-06-18 23-23-28-00.png;1;0
hl 2017-06-18 23-23-29-00.png;0;0
hl 2017-06-18 23-23-30-00.png;0;0
hl 2017-06-18 23-23-31-00.png;0;0
hl 2017-06-18 23-23-32-00.png;0;0
hl 2017-06-18 23-23-33-00.png;0;0
hl 2017-06-18 23-23-34-00.png;0;0
hl 2017-06-18 23-23-35-00.png;0;0
hl 2017-06-18 23-23-36-00.png;0;0
hl 2017-06-18 23-23-37-00.png;0;0
hl 2017-06-18 23-23-38-00.png;0;0
hl 2017-06-18 23-23-39-00.png;0;0
hl 2017-06-18 23-23-40-00.png;0;0
hl 2017-06-18 23-23-41-00.png;0;0
hl 2017-06-18 23-23-42-00.png;1;0
hl 2017-06-18 23-23-43-00.png;0;0
hl 2017-06-18 23-23-44-00.png;0;0
hl 2017-06-18 23-23-45-00.png;0;0
hl 2017-06-18 23-23-46-00.png;0;0
hl 2017-06-18 23-23-47-00.png;0;0
hl 2017-06-18 23-23-48-00.png;0;0
hl 2017-06-18 23-23-49-00.png;0;0
hl 2017-06-18 23-23-50-00.png;0;0
hl 2017-06-18 23-23-51-00.png;1;0
hl 2017-06-18 23-23-52-00.png;1;0
hl 2017-06-18 23-23-53-00.png;1;0
hl 2017-06-18 23-23-54-00.png;1;0
hl 2017-06-18 23-23-55-00.png;0;0
hl 2017-06-18 23-23-56-00.png;0;0
hl 2017-06-18 23-23-57-00.png;1;1
hl 2017-06-18 23-23-58-00.png;0;1
hl 2017-06-18 23-23-59-00.png;0;0
hl 2017-06-18 23-24-00-00.png;0;1
hl 2017-06-18 23-24-01-00.png;0;1
hl 2017-06-18 23-24-02-00.png;0;0
hl 2017-06-18 23-24-03-00.png;0;1
hl 2017-06-18 23-24-04-00.png;1;1
hl 2017-06-18 23-24-05-00.png;1;0
hl 2017-06-18 23-24-06-00.png;1;0
hl 2017-06-18 23-24-07-00.png;1;0
hl 2017-06-18 23-24-08-00.png;1;0
hl 2017-06-18 23-24-09-00.png;0;0
hl 2017-06-18 23-24-10-00.png;1;0
hl 2017-06-18 23-24-11-00.png;1;0
hl 2017-06-18 23-24-12-00.png;1;1
hl 2017-06-18 23-24-13-01.png;0;0
hl 2017-06-18 23-24-14-01.png;1;1
hl 2017-06-18 23-24-15-01.png;1;1
hl 2017-06-18 23-24-16-01.png;1;1
hl 2017-06-18 23-24-17-01.png;0;0
hl 2017-06-18 23-24-18-01.png;0;0
hl 2017-06-18 23-24-19-00.png;0;0
hl 2017-06-18 23-24-20-01.png;0;0
hl 2017-06-18 23-24-21-00.png;1;0
hl 2017-06-18 23-24-23-00.png;0;0
hl 2017-06-18 23-24-26-00.png;1;0
hl 2017-06-18 23-24-27-01.png;0;0
hl 2017-06-18 23-24-28-00.png;0;0
hl 2017-06-18 23-24-29-00.png;0;0
hl 2017-06-18 23-24-30-00.png;0;0
hl 2017-06-18 23-24-31-00.png;0;0
hl 2017-06-18 23-24-32-00.png;0;0
hl 2017-06-18 23-24-33-01.png;0;0
hl 2017-06-18 23-24-34-01.png;0;0
hl 2017-06-18 23-24-35-00.png;0;0
hl 2017-06-18 23-24-36-00.png;0;0
hl 2017-06-18 23-24-37-00.png;0;0
hl 2017-06-18 23-24-38-00.png;0;0
hl 2017-06-18 23-24-39-00.png;0;0
hl 2017-06-18 23-24-40-00.png;0;0
hl 2017-06-18 23-24-41-00.png;0;1
hl 2017-06-18 23-24-42-01.png;0;1
hl 2017-06-18 23-24-43-01.png;0;1
hl 2017-06-18 23-24-51-01.png;1;0
hl 2017-06-18 23-24-52-01.png;1;0
hl 2017-06-18 23-24-55-01.png;1;0
hl 2017-06-18 23-24-58-01.png;1;0
hl 2017-06-18 23-24-59-01.png;1;0
hl 2017-06-18 23-25-00-01.png;1;0
hl 2017-06-18 23-25-01-01.png;1;0
hl 2017-06-18 23-25-02-01.png;1;0
hl 2017-06-18 23-25-03-01.png;1;0
hl 2017-06-18 23-25-04-01.png;1;0
hl 2017-06-18 23-25-05-01.png;1;0
hl 2017-06-18 23-25-06-01.png;1;0
hl 2017-06-18 23-25-07-01.png;0;1
hl 2017-06-18 23-25-08-01.png;0;0
hl 2017-06-18 23-25-09-01.png;0;0
hl 2017-06-18 23-25-10-01.png;0;1
hl 2017-06-18 23-25-11-01.png;0;0
hl 2017-06-18 23-25-23-01.png;0;0
hl 2017-06-18 23-25-25-01.png;0;0
hl 2017-06-18 23-25-27-01.png;1;0
hl 2017-06-18 23-25-30-01.png;1;0
hl 2017-06-18 23-25-31-01.png;1;0
hl 2017-06-18 23-25-32-01.png;1;0
