Filename;CT;T
hl 2017-06-14 17-52-57-47.png;1;1
hl 2017-06-14 17-52-58-47.png;0;1
hl 2017-06-14 17-52-59-48.png;0;1
hl 2017-06-14 17-53-00-48.png;0;1
hl 2017-06-14 17-53-01-47.png;0;1
hl 2017-06-14 17-53-02-48.png;1;0
hl 2017-06-14 17-53-03-48.png;1;0
hl 2017-06-14 17-53-04-47.png;0;0
hl 2017-06-14 17-53-05-47.png;0;0
hl 2017-06-14 17-53-06-47.png;0;0
hl 2017-06-14 17-53-07-47.png;0;1
hl 2017-06-14 17-53-08-47.png;0;0
hl 2017-06-14 17-53-09-48.png;0;0
hl 2017-06-14 17-53-10-47.png;0;0
hl 2017-06-14 17-53-11-48.png;0;0
hl 2017-06-14 17-53-12-48.png;0;0
hl 2017-06-14 17-53-13-48.png;0;0
hl 2017-06-14 17-53-14-47.png;0;0
hl 2017-06-14 17-53-15-47.png;0;0
hl 2017-06-14 17-53-16-47.png;0;0
hl 2017-06-14 17-53-17-48.png;0;0
hl 2017-06-14 17-53-18-47.png;0;0
hl 2017-06-14 17-53-19-47.png;0;0
hl 2017-06-14 17-53-20-47.png;0;0
hl 2017-06-14 17-53-21-47.png;0;0
